Accession	Start	Stop	Size
NZ_NMPV01000101.1	2360	36064	33704
NZ_NMPW01000097.1	21485	55189	33704
NZ_JAVQOL010000004.1	287245	320952	33707
NZ_JAVQOQ010000004.1	287245	320952	33707
NZ_JAVQPW010000019.1	51675	85382	33707
NZ_CP078006.1	959456	993166	33710
NZ_CP080011.1	5150683	5184393	33710
NZ_CP080289.1	1406044	1439754	33710
NZ_CP133751.1	2717322	2751032	33710
NZ_CP136014.1	4370224	4403934	33710
NZ_JAEVLV010000004.1	282640	316350	33710
NZ_JAFBLH010000004.1	374783	408493	33710
NZ_JAFBLK010000001.1	3622135	3655845	33710
NZ_JAFBLN010000002.1	1461830	1495540	33710
NZ_JAGFPZ010000003.1	59340	93050	33710
NZ_JAIQJY010000003.1	181702	215412	33710
NZ_JAIQKE010000003.1	59374	93084	33710
NZ_JAIQKG010000003.1	59374	93084	33710
NZ_JAIQKM010000003.1	59374	93084	33710
NZ_JAIQKU010000003.1	59374	93084	33710
NZ_JAIQLD010000003.1	59374	93084	33710
NZ_JAIZDR010000006.1	59340	93050	33710
NZ_JAIZDS010000005.1	59340	93050	33710
NZ_JAIZDT010000005.1	59340	93050	33710
NZ_JAIZDV010000005.1	59340	93050	33710
NZ_JAIZDY010000003.1	59340	93050	33710
NZ_JAIZED010000004.1	59340	93050	33710
NZ_JAKFGL010000001.1	1406040	1439750	33710
NZ_JALKGR010000005.1	475036	508746	33710
NZ_JAMWMO010000001.1	5880270	5913980	33710
NZ_JAPCTF010000003.1	59339	93049	33710
NZ_JAPCTG010000003.1	59340	93050	33710
NZ_JAPCTJ010000065.1	59277	92987	33710
NZ_JAPCTL010000003.1	59340	93050	33710
NZ_JAPCTO010000003.1	59340	93050	33710
NZ_JAPCTP010000003.1	59340	93050	33710
NZ_JAPCTS010000002.1	59339	93049	33710
NZ_JAPCTU010000003.1	59340	93050	33710
NZ_JARDUM010000002.1	6024568	6058278	33710
NZ_JARDUO010000003.1	24691	58401	33710
NZ_JARDUP010000003.1	29900	63610	33710
NZ_JASUAG010000005.1	59340	93050	33710
NZ_JASUAL010000004.1	59340	93050	33710
NZ_JASUAM010000004.1	59508	93218	33710
NZ_JAVAME010000003.1	52857	86567	33710
NZ_JAVAMI010000003.1	154392	188102	33710
NZ_JAVBZX010000002.1	3024026	3057736	33710
NZ_JAVFDN010000002.1	154408	188118	33710
NZ_JBCGFG010000004.1	59374	93084	33710
NZ_JBCGFH010000003.1	59374	93084	33710
NZ_JBCGFI010000004.1	59646	93356	33710
NZ_JBCGFK010000003.1	154392	188102	33710
NZ_JBEHBF010000003.1	59374	93084	33710
NZ_LLVB01000001.1	65710	99420	33710
NZ_NSSP01000012.1	65944	99654	33710
NZ_JBCGFF010000004.1	59374	93089	33715
NZ_RXVQ01000001.1	201161	234878	33717
NZ_NSNT01000003.1	227520	261243	33723
NZ_LLLJ01000004.1	59941	93671	33730
NZ_VTBE01000003.1	165210	198940	33730
NZ_JAVQQB010000012.1	60396	94149	33753
NZ_JAVQQM010000006.1	60397	94150	33753
NZ_JASUWC010000001.1	1069824	1103582	33758
NZ_CP094677.1	375279	409052	33773
NZ_JABUGI010000004.1	188041	221820	33779
NZ_JBGEHF010000006.1	60761	94541	33780
NZ_JAATVZ010000008.1	163597	197382	33785
NZ_QZXB01000073.1	188771	222565	33794
NZ_JUAS01000025.1	104538	138347	33809
NZ_CP124622.1	3857190	3891001	33811
NZ_CP124667.1	3857230	3891041	33811
NZ_VWQP01000006.1	263232	297048	33816
NZ_NKXW01000017.1	128	33949	33821
NZ_NRAE01000014.1	128	33949	33821
NZ_JACEPD010000005.1	264134	297973	33839
NZ_NLBF01000033.1	1000	34839	33839
NZ_JASKWQ010000011.1	198144	231987	33843
NZ_JTOR01000029.1	524941	558813	33872
NZ_LLMB01000009.1	145833	179728	33895
NZ_QVDI02000045.1	8310	42215	33905
NZ_CP050149.1	2609008	2642916	33908
NZ_NSVM01000009.1	141860	175784	33924
NZ_RXEG01000001.1	844063	877992	33929
NZ_RAFT01000175.1	900	34832	33932
NZ_JAYXDS010000013.1	647	34586	33939
NZ_FRRG01000039.1	28632	62574	33942
NZ_FRRO01000011.1	200265	234207	33942
NZ_FRRQ01000005.1	124328	158270	33942
NZ_FRRZ01000003.1	200201	234143	33942
NZ_OVCQ01000003.1	665514	699456	33942
NZ_JTMI01000002.1	60936	94884	33948
NZ_PQGF01000008.1	60936	94884	33948
NZ_JALKGV010000005.1	176750	210702	33952
NZ_JAUZBE010000002.1	139071	173023	33952
NZ_JAVRMI010000002.1	139149	173101	33952
NZ_JAZHAX010000011.1	63468	97423	33955
NZ_JACGTC010000003.1	187842	221803	33961
NZ_JADEVH010000001.1	4915325	4949286	33961
NZ_JAUEEF010000017.1	99595	133556	33961
NZ_KI518757.1	1880880	1914841	33961
NZ_RXAC01000009.1	248093	282054	33961
NZ_RXBC01000009.1	248093	282054	33961
NZ_WYAF01000001.1	170923	204884	33961
NZ_JAHWUV010000001.1	274976	308940	33964
NZ_JAUZBJ010000010.1	124762	158726	33964
NZ_JAWIWT010000004.1	337383	371347	33964
NZ_CP050332.1	5256099	5290064	33965
