Accession	Start	Stop	Size
NZ_RWMH01000004.1	199269	304365	105096
NZ_CP046404.1	3175571	3280671	105100
NZ_KI519078.1	2815301	2920402	105101
NZ_LLLV01000001.1	466641	571742	105101
NZ_RABG01000059.1	7067	112168	105101
NZ_RWLM01000006.1	146422	251527	105105
NZ_RWMI01000006.1	199308	304413	105105
NZ_RWMJ01000006.1	303538	408643	105105
NZ_JAGXMQ010000019.1	522209	627315	105106
NZ_JTMD01000029.1	6923	112029	105106
NZ_JTZZ01000018.1	42118	147224	105106
NZ_LLLA01000056.1	186260	291366	105106
NZ_RADM01000091.1	152543	257649	105106
NZ_JUAB01000015.1	25328	130439	105111
NZ_JAOXKG010000003.1	198795	304276	105481
NZ_CP069177.1	4497915	4603667	105752
NZ_JASKVA010000022.1	154875	260636	105761
NZ_JASKVB010000019.1	154873	260634	105761
NZ_MUYR01000017.1	56777	162804	106027
NZ_NREW01000001.1	123753	229839	106086
NZ_NREX01000002.1	123753	229839	106086
NZ_CP146219.1	73566	179655	106089
NZ_RXDB01000001.1	154847	260990	106143
NZ_NSRA01000001.1	155037	261291	106254
NZ_RWTK01000002.1	210345	316611	106266
NZ_RWTL01000001.1	238313	344579	106266
NZ_RWTM01000002.1	239288	345554	106266
NZ_RWTN01000001.1	210127	316401	106274
NZ_CP028162.1	4816933	4923406	106473
NZ_CP090648.1	4890038	4996934	106896
NZ_CP137486.1	1999314	2106444	107130
NZ_JBEBNB010000003.1	26428	134162	107734
NZ_CP045916.1	2693352	2801286	107934
NZ_CP130750.1	2645371	2753307	107936
NZ_CP130751.1	2645356	2753293	107937
NZ_CP130752.1	2645453	2753391	107938
NZ_CP044006.1	2745927	2854074	108147
NZ_CP035739.1	1262583	1370754	108171
NZ_CP015003.1	2821728	2930234	108506
NZ_JAWIXI010000002.1	38258	147690	109432
NZ_JACWGO010000001.1	653379	764138	110759
NZ_CP034354.1	2193796	2304640	110844
NZ_CP006981.1	2704239	2815486	111247
NC_011770.1	2796634	2907882	111248
NC_023066.1	2754431	2865679	111248
NZ_CP006980.1	2746472	2857720	111248
NZ_CP006983.1	2745486	2856734	111248
NZ_CP006984.1	2746040	2857288	111248
NZ_CP006985.1	2730514	2841762	111248
NZ_CP110353.1	2745971	2857219	111248
NZ_CP106745.1	2461991	2573240	111249
NZ_CP006982.1	2796335	2907587	111252
NZ_CP008857.1	7161793	7273258	111465
NZ_CP150882.1	4751084	4862916	111832
NZ_CP115239.1	1610697	1723192	112495
NZ_KK213188.1	1613835	1727315	113480
NZ_KK213202.1	1532146	1645626	113480
NZ_JASUWB010000001.1	204677	318283	113606
NZ_JASUWJ010000001.1	543491	657097	113606
NZ_JASUWM010000001.1	781190	894796	113606
NZ_CP029605.1	2724176	2839030	114854
NZ_JPFG01000001.1	2436380	2551379	114999
NZ_RWOZ01000002.1	362485	477760	115275
NZ_NSQP01000004.1	424687	540024	115337
NZ_CP080369.1	3032170	3147508	115338
NZ_CP093356.1	2745503	2860841	115338
NZ_CP115237.1	4051745	4167083	115338
NZ_JAJPLY010000004.1	291000	406338	115338
NZ_KI518716.1	2746406	2861744	115338
NZ_KI518719.1	2755905	2871243	115338
NZ_RWMR01000001.1	689159	804497	115338
NZ_RWMS01000001.1	1849651	1964989	115338
NZ_RWOG01000001.1	688705	804043	115338
NZ_RWTZ01000003.1	397372	512710	115338
NZ_RXCQ01000001.1	688893	804231	115338
NZ_RWSZ01000001.1	912901	1028246	115345
NZ_RWTA01000001.1	912901	1028246	115345
NZ_RWTB01000001.1	894624	1009969	115345
NZ_JAJDQR010000001.1	425707	541053	115346
NZ_CP033684.1	2892759	3008106	115347
NZ_CP109845.1	2803288	2918635	115347
NZ_CP113974.1	991988	1107335	115347
NZ_JAJPKX010000002.1	632153	747500	115347
NZ_JAJPKY010000001.1	632153	747500	115347
NZ_JAOVYS010000001.1	2846083	2961430	115347
NZ_JAUEEP010000001.1	1155400	1270747	115347
NZ_MWXK01000002.1	689406	804753	115347
NZ_MWXM01000003.1	290086	405433	115347
NZ_MWYF01000001.1	912920	1028267	115347
NZ_MWYH01000001.1	688915	804262	115347
NZ_NSUI01000001.1	688900	804247	115347
NZ_NTAM01000001.1	688990	804337	115347
NZ_RWOS01000001.1	739464	854811	115347
NZ_RWRC01000001.1	688945	804292	115347
NZ_RWUK01000001.1	894713	1010060	115347
NZ_RWPD01000001.1	658944	774292	115348
NZ_CP056100.1	2772896	2888394	115498
NZ_CP138326.1	2156538	2272246	115708
NZ_JAFBZK010000002.1	56249	172152	115903
NZ_JAOCKQ010000005.1	91480	207431	115951
NZ_JAOCKR010000001.1	3777	119728	115951
NZ_JAPTZH010000012.1	40299	156251	115952
NZ_SCWJ01000002.1	94729	210681	115952
NZ_LSAG01000022.1	405154	521114	115960
NZ_LSAH01000011.1	433437	549398	115961
NZ_LSAI01000011.1	405152	521113	115961
NZ_JASUWC010000001.1	5361526	5478348	116822
NZ_CP137490.1	3841441	3958267	116826
NZ_JAREKE010000014.1	89977	206948	116971
NZ_RWSN01000001.1	18314	135597	117283
NZ_RWSO01000001.1	18569	135852	117283
NZ_CP081346.1	2369428	2487006	117578
NZ_CP107275.1	4583836	4701563	117727
NZ_JACWGX010000003.1	616528	734371	117843
NZ_CP082822.1	2736396	2854246	117850
NZ_CP106784.1	2694533	2812383	117850
NZ_JAXCOT010000002.1	435824	554290	118466
NZ_JAXCPH010000002.1	870411	989032	118621
NZ_JAOUSZ010000001.1	946278	1064952	118674
NZ_JAVFEK010000001.1	693282	811962	118680
NZ_CP008866.2	2591367	2710123	118756
NZ_KI518758.1	2682666	2801425	118759
NZ_KI519064.1	1913099	2031858	118759
NZ_CP115192.1	6018777	6137856	119079
NZ_NSNF01000003.1	116375	235607	119232
NZ_RWOD01000003.1	182524	301806	119282
NZ_CP010555.1	1388503	1507933	119430
NZ_QMGI01000002.1	1876003	1995440	119437
NZ_JAFBXZ010000002.1	1	119471	119470
NZ_JAFBYE010000007.1	1	119471	119470
NZ_JAFBYZ010000003.1	1	119471	119470
NZ_JASMQX010000014.1	1	119471	119470
NZ_JASMQZ010000003.1	1	119471	119470
NZ_JAUEEV010000005.1	1	119471	119470
NZ_JAUEFE010000014.1	1	119471	119470
NZ_NFGD01000006.1	1	119471	119470
NZ_NFGE01000006.1	1	119471	119470
NZ_NFGG01000006.1	1	119471	119470
NZ_NFGM01000005.1	1	119471	119470
NZ_JAGSOC010000001.1	3306177	3425949	119772
NZ_JAZHAL010000003.1	35986	155830	119844
NZ_MWWM01000019.1	1	119865	119864
NZ_CP146219.1	2671766	2792007	120241
NZ_JTTI01000003.1	1	120494	120493
NZ_JAOXRP010000001.1	1014241	1135109	120868
NZ_CP169522.1	2903787	3025083	121296
NZ_CP089063.1	2190438	2312247	121809
NZ_CP011857.1	2616727	2738562	121835
NZ_CP065966.1	6205265	6327100	121835
NZ_CP101912.1	2616741	2738576	121835
NZ_KN050641.1	6205532	6327367	121835
NZ_LFMN01000010.1	1822149	1943984	121835
NZ_LR134309.1	2616734	2738569	121835
NZ_CANDNV010000001.1	2770542	2892378	121836
NZ_CP141072.1	5289023	5410872	121849
NZ_CP104870.1	2771393	2893247	121854
NZ_KI518996.1	2441779	2563633	121854
NZ_KI519153.1	2840434	2962288	121854
NZ_KI519208.1	56172	178026	121854
NZ_KI519287.1	1963500	2085354	121854
NZ_KK213259.1	1664719	1786573	121854
NZ_RWMO01000001.1	697449	819303	121854
NZ_RWMP01000001.1	695376	817230	121854
NZ_CP124660.1	2905612	3027472	121860
NZ_CP136539.1	2656897	2778758	121861
NZ_CP033832.1	4279301	4401165	121864
NZ_CP110349.1	2925392	3047256	121864
NZ_CP147557.1	2768256	2890120	121864
NZ_CP147558.1	2768241	2890105	121864
NZ_CP156078.1	2820988	2942852	121864
NZ_JARBCU010000001.1	761293	883157	121864
NZ_JARDVR010000001.1	400754	522618	121864
NZ_KI518678.1	1976794	2098658	121864
NZ_KI519173.1	2013917	2135781	121864
NZ_NIOT01000053.1	92	122212	122120
NZ_JAMDFM010000006.1	55570	177859	122289
NZ_VLOA01000011.1	81613	203921	122308
NZ_MPUV01000027.1	26409	148727	122318
NZ_LJNU01000008.1	38750	161171	122421
NZ_CP120858.1	2394392	2516829	122437
NZ_KK111654.1	40943	163392	122449
NZ_JBCIXQ010000008.1	62222	184690	122468
NZ_UAWV01000009.1	273758	396226	122468
NZ_JAJDQN010000002.1	20183	142660	122477
NZ_CP046402.2	616652	739130	122478
NZ_JAVFHH010000001.1	94531	217009	122478
NZ_MULA01000001.1	405451	527929	122478
NZ_MVBR01000001.1	254893	377371	122478
NZ_MUKZ01000001.1	405454	527933	122479
NZ_CP056089.1	4418839	4541329	122490
NZ_KE137323.1	2525602	2648196	122594
NZ_LR657304.1	2291280	2413874	122594
NZ_MCMY01000003.1	369251	491845	122594
NZ_RACE01000004.1	81070	203986	122916
NZ_RACF01000067.1	81264	204180	122916
NZ_RACG01000044.1	50397	173313	122916
NZ_CP116715.1	2751367	2874349	122982
NZ_CP029088.1	2856164	2979147	122983
NZ_CP060243.1	2836320	2959303	122983
NZ_CP116720.1	2811108	2934091	122983
NZ_CP116727.1	2837647	2960630	122983
NZ_CP131781.1	2868606	2991589	122983
NZ_CP143645.1	2826278	2949261	122983
NZ_CP143646.1	2830824	2953807	122983
NZ_CP143647.1	2831242	2954225	122983
NZ_CP143648.1	2830833	2953816	122983
NZ_CP143649.1	2830808	2953791	122983
NZ_JAHEQZ010000001.1	2973207	3096190	122983
NZ_LS998783.1	2940388	3063371	122983
NZ_CP030912.1	2807955	2930947	122992
NZ_CP116722.1	2903777	3026769	122992
NZ_NFFU01000008.1	98760	221836	123076
NZ_NFFW01000005.1	81314	204390	123076
NZ_NFFX01000007.1	81314	204390	123076
NZ_RABW01000052.1	81264	204340	123076
NZ_RXCI01000002.1	99571	222647	123076
NZ_CP028917.1	4860650	4983824	123174
NZ_CP008857.1	336724	459928	123204
NZ_RABY01000067.1	81264	204500	123236
NZ_LLMS01000023.1	375589	498859	123270
NZ_JAWPMH010000001.1	594631	717958	123327
NZ_JAJBHQ010000001.1	868050	991521	123471
NZ_NSTQ01000001.1	368254	491960	123706
NZ_RXDE01000001.1	368652	492358	123706
NZ_CP022001.1	4651879	4775598	123719
NZ_JAQAQP010000001.1	558733	682457	123724
NZ_JAQAQL010000001.1	608132	731880	123748
NZ_JACEQD010000003.1	95822	219763	123941
NZ_NSSB01000006.1	81911	205852	123941
NZ_JAIQKX010000003.1	76519	200461	123942
NZ_JAVFEO010000001.1	109582	233524	123942
NZ_NSQN01000001.1	109709	233651	123942
NZ_NSVN01000003.1	109683	233625	123942
NZ_RWQZ01000003.1	76700	200642	123942
NZ_RWRA01000003.1	76778	200720	123942
NZ_RWRB01000006.1	76703	200645	123942
NZ_RXCR01000002.1	76703	200645	123942
NZ_CP116721.1	2857558	2981657	124099
NZ_JASGBM010000014.1	49742	174109	124367
NZ_CP046403.1	2943056	3067547	124491
NZ_JAGXMQ010000019.1	141072	266053	124981
NZ_CP116722.1	2490257	2615265	125008
NZ_JAQAQB010000001.1	121690	246987	125297
NZ_CP116725.1	2852259	2977660	125401
NZ_JAHERS010000001.1	4965022	5090547	125525
NZ_CP093024.1	534086	659671	125585
NZ_CP056100.1	2391052	2516725	125673
NZ_JAZHAT010000001.1	1448735	1574408	125673
NZ_JAQAQG010000002.1	605802	731481	125679
NZ_JAKVDK010000001.1	6567678	6693609	125931
NZ_CGFY01000016.1	10189	136310	126121
NZ_JBEVAR010000004.1	1	126528	126527
NZ_QVAT02000003.1	114343	240965	126622
NZ_QVBE02000005.1	114343	240965	126622
NZ_JAGXMT010000063.1	1	127244	127243
NZ_CP030861.1	10050	137441	127391
NZ_CP092846.1	4146985	4274921	127936
NZ_CP117300.1	4146991	4274927	127936
NZ_KI517348.1	518746	646749	128003
NZ_KK213188.1	2047744	2175776	128032
NZ_KK213202.1	1966055	2094096	128041
NZ_KI518856.1	1816617	1944991	128374
NZ_SCXJ01000001.1	1	128756	128755
NZ_OX638610.1	4693854	4824033	130179
NZ_JTSJ01000040.1	1	130419	130418
NZ_RWNL01000001.1	703757	834306	130549
NZ_KI519208.1	2733778	2864522	130744
NZ_CP013993.1	4941123	5072003	130880
NZ_LLPG01000001.1	367741	498890	131149
NZ_CP033685.1	2361052	2492260	131208
NZ_LLOC01000001.1	334732	465944	131212
NZ_JAUEEY010000002.1	274610	405831	131221
NZ_LLLC01000012.1	415124	546527	131403
NZ_JACYEY010000011.1	14493	145915	131422
NZ_VJNJ01000002.1	414292	545723	131431
NZ_CP034354.1	5839948	5971492	131544
NZ_CP173021.1	2932146	3063690	131544
NZ_CP173022.1	2867091	2998635	131544
NZ_CP173023.1	2867065	2998609	131544
NZ_VZIJ01000008.1	1	131583	131582
NZ_FRLW01000092.1	290164	421808	131644
NZ_FRLY01000030.1	190241	321885	131644
NZ_FRUY01000029.1	141168	272812	131644
NZ_FRUZ01000016.1	23211	154855	131644
NZ_CP115294.1	4175978	4307695	131717
NZ_FRMG01000045.1	141194	272911	131717
NZ_RWXA01000035.1	141073	272959	131886
NZ_RWMG01000001.1	711094	843029	131935
NZ_JAFMZE010000003.1	367554	500291	132737
NZ_JACEQK010000001.1	94794	228414	133620
NZ_MWXN01000003.1	80637	214270	133633
NZ_LRYD01000084.1	27501	161276	133775
NZ_LRYF01000006.1	27629	161404	133775
NZ_JTYB01000030.1	79517	213294	133777
NZ_MWXO01000001.1	80613	214390	133777
NZ_MWYA01000001.1	80637	214414	133777
NZ_LRYR01000064.1	27682	161460	133778
NZ_CP069337.1	2318182	2453763	135581
NZ_JAOXKF010000004.1	141074	276659	135585
NZ_LLRE01000095.1	68719	204553	135834
NZ_LLPI01000048.1	68733	204577	135844
NZ_JACWGP010000003.1	2091718	2227709	135991
NZ_CP138326.1	2633374	2769644	136270
NZ_CP032761.1	2502177	2638474	136297
NZ_LLUA01000023.1	371059	507703	136644
NZ_CP124660.1	5391331	5529034	137703
NZ_JAQAQB010000001.1	2534571	2672441	137870
NZ_JAUEFV010000001.1	29233	168470	139237
NZ_LLTZ01000028.1	366912	506402	139490
NZ_LLUY01000001.1	366912	506405	139493
NZ_CP135097.1	1113736	1253249	139513
NZ_JAVQOG010000002.1	324536	464084	139548
NZ_JAVQOZ010000008.1	56852	196400	139548
NZ_JAVQPK010000003.1	324536	464084	139548
NZ_JAVQQF010000001.1	324596	464144	139548
NZ_JAVQQJ010000001.1	366673	506221	139548
NZ_JAVQQZ010000003.1	324536	464084	139548
NZ_JAVQRD010000003.1	324536	464084	139548
NZ_JAVQRE010000003.1	324536	464084	139548
NZ_LLSX01000001.1	366912	506460	139548
NZ_LLTH01000001.1	366912	506460	139548
NZ_RXTQ01000001.1	366673	506221	139548
NZ_VLOE01000003.1	366800	506348	139548
NZ_JBCIXE010000009.1	142960	283415	140455
NZ_WOAR01000003.1	35227	175742	140515
NZ_JPFA01000001.1	2389249	2530025	140776
NZ_JTMY01000036.1	82648	223621	140973
NZ_CP029713.1	2418334	2559500	141166
NZ_JAKLAH010000002.1	141124	283090	141966
NZ_JTSD01000023.1	141281	283247	141966
NZ_CP081148.1	5224287	5367037	142750
NZ_CP081148.1	2432268	2575427	143159
NZ_JAIFKE010000001.1	2398304	2541463	143159
NZ_SCXN01000008.1	1901	145359	143458
NZ_JVCT01000079.1	1	143583	143582
NZ_JAGGCB010000012.1	127	144323	144196
NZ_CP034354.1	5452069	5596463	144394
NZ_CP173022.1	2479210	2623605	144395
NZ_CP173023.1	2479184	2623579	144395
NZ_NIPC01000005.1	394988	539571	144583
NZ_NIOL01000080.1	303008	447671	144663
NZ_CP115284.1	6821661	6966782	145121
NZ_CP044006.1	2336850	2481991	145141
NZ_CP173021.1	2543149	2688660	145511
NZ_LLUJ01000036.1	373184	519505	146321
NZ_LLRN01000098.1	129005	275571	146566
NZ_LLSL01000023.1	129005	275615	146610
NZ_CP115191.1	1546040	1692721	146681
NZ_JACEUY010000002.1	129037	275718	146681
NZ_JAGFKM010000004.1	128843	275524	146681
NZ_JAGFKP010000004.1	128849	275530	146681
NZ_JAGXLY010000053.1	14497	161178	146681
NZ_JAGXMH010000051.1	14464	161145	146681
NZ_JAKLAL010000004.1	128893	275574	146681
NZ_JASMQT010000001.1	56701	203382	146681
NZ_JAUEEU010000003.1	126663	273344	146681
NZ_JAUEEX010000003.1	128843	275524	146681
NZ_JAUEFS010000004.1	128849	275530	146681
NZ_JPFB01000001.1	2391777	2538458	146681
NZ_JTWK01000026.1	14314	160995	146681
NZ_JAGXFB010000002.1	369391	516161	146770
NZ_NSOG01000003.1	369222	515992	146770
NZ_RXBO01000003.1	370038	516808	146770
NZ_CP061779.1	1364496	1511460	146964
NZ_JAWLPJ010000007.1	56680	203735	147055
NZ_CP025050.1	2345715	2492793	147078
NZ_JTYY01000003.1	373145	520223	147078
NZ_CP115242.1	5068536	5216076	147540
NZ_NRBH01000003.1	83537	231237	147700
NZ_NSNC01000001.1	81856	229556	147700
NZ_NSWO01000002.1	81856	229556	147700
NZ_NTAJ01000001.1	81854	229554	147700
NZ_RWUI01000001.1	81856	229556	147700
NZ_CP143899.1	1118237	1265941	147704
NZ_CP143897.1	5013483	5161188	147705
NZ_KI519017.1	2625018	2772727	147709
NZ_RWWJ01000092.1	1	147757	147756
NZ_CTFH01000055.1	1	147774	147773
NZ_MPVG01000119.1	1	147840	147839
NZ_JAIQJL010000002.1	363785	511746	147961
NZ_JAUEFD010000016.1	1	148077	148076
NZ_RABR01000128.1	1	148353	148352
NZ_RACC01000119.1	1	148389	148388
NZ_RACI01000080.1	1	148389	148388
NZ_JAHWAZ010000003.1	1	148547	148546
NZ_QVAQ02000001.1	277863	426466	148603
NZ_LT883143.1	5043180	5191790	148610
NZ_LR130528.1	4519250	4668190	148940
NZ_JAKRGR010000003.1	313984	463026	149042
NZ_JACWGQ010000001.1	2633246	2782341	149095
NZ_CP124658.1	2314267	2464046	149779
NZ_CP053687.1	1563770	1713629	149859
NZ_JANTQN010000001.1	289616	439475	149859
NZ_JAZHAR010000001.1	284613	434472	149859
NZ_LSQB01000056.1	385196	535055	149859
NZ_NTAC01000007.1	84432	234291	149859
NZ_RXFL01000004.1	385376	535235	149859
NZ_CP131784.1	2703605	2853998	150393
NZ_CP029605.1	2310022	2460770	150748
NZ_JBFRWU010000001.1	2474007	2624976	150969
NZ_VNMD01000015.1	61806	213089	151283
NZ_CBXZ010000019.1	293350	444661	151311
NZ_AP014839.1	2389642	2541034	151392
NZ_SCXM01000005.1	1	151438	151437
NZ_CP023255.1	274922	426475	151553
NZ_LJYZ01000118.1	14479	166032	151553
NZ_MPBP01000001.1	5584119	5735791	151672
NZ_RXAS01000007.1	560085	712165	152080
NZ_CP015377.1	4523946	4676164	152218
NZ_SUMI01000006.1	41	152294	152253
NZ_JACWGX010000003.1	181392	333714	152322
NC_023149.1	2384883	2537278	152395
NZ_VIIM01000009.1	1	152398	152397
NZ_CP115192.1	5588447	5740903	152456
NZ_JTWW01000054.1	7	152467	152460
NZ_JAHWUT010000002.1	334618	487118	152500
NZ_JAHWVA010000002.1	334618	487118	152500
NZ_JTMZ01000002.1	1	152515	152514
NZ_JAHERP010000001.1	5795632	5948564	152932
NZ_JAQAQJ010000001.1	5794722	5947654	152932
NZ_NSZX01000001.1	702453	855385	152932
NZ_RXAL01000001.1	702525	855458	152933
NZ_JTSK01000008.1	141127	294063	152936
NZ_JAFCHM010000001.1	2849836	3003408	153572
NZ_NSYC01000004.1	67817	222333	154516
NZ_CP061777.1	2582714	2737493	154779
NZ_JAJPNX010000003.1	337894	492684	154790
NZ_CP068238.1	2241871	2396874	155003
NZ_CP124660.1	2549744	2704840	155096
NZ_JAHERD010000002.1	1174070	1329325	155255
NZ_JAQAPV010000003.1	1174175	1329430	155255
NZ_CP046060.1	2921637	3077084	155447
NZ_CP046061.1	2921637	3077084	155447
NZ_VWQP01000018.1	385099	541152	156053
NZ_CP080369.1	2610632	2767211	156579
NZ_CP061777.1	2120037	2277042	157005
NZ_CP063237.1	3074758	3232220	157462
NZ_LJZJ01000121.1	49489	207646	158157
NZ_JAHWBG010000005.1	1	158186	158185
NZ_LT883143.1	2385453	2543681	158228
NZ_CP033684.1	2469210	2627802	158592
NZ_CP029089.1	2489929	2650033	160104
NZ_CP054591.1	3680492	3840596	160104
NZ_JAQAPZ010000001.1	2649513	2809987	160474
NZ_LR898867.1	2314182	2474823	160641
NZ_CP017293.1	2722615	2883624	161009
NZ_CP029707.1	1298243	1459281	161038
NZ_JALJNQ010000002.1	373570	534638	161068
NZ_JAHERF010000002.1	2432399	2593475	161076
NZ_JAWIXH010000004.1	482582	644475	161893
NZ_JAJDRJ010000007.1	56802	219891	163089
NZ_JAUEFH010000002.1	94229	257973	163744
NZ_CP046060.1	2476492	2640443	163951
NZ_CP046061.1	2476492	2640443	163951
NZ_CP068678.1	5672959	5837375	164416
NZ_JAVFEM010000003.1	387196	551612	164416
NZ_JACWGN010000005.1	1795899	1960643	164744
NZ_CP115222.1	3925199	4090109	164910
NZ_CAAKMQ010000110.1	50826	216346	165520
NZ_CAAKMU010000101.1	50826	216346	165520
NZ_CP028162.1	2394099	2559950	165851
NZ_NTAN01000003.1	365952	531975	166023
NZ_NTAO01000003.1	366468	532491	166023
NZ_NSTA01000012.1	56188	223455	167267
NZ_NSWJ01000001.1	58072	225876	167804
NZ_MWXH01000001.1	371188	539653	168465
NZ_RWMB01000001.1	371185	539659	168474
NZ_KI518951.1	648903	817378	168475
NZ_JUAF01000025.1	1	169098	169097
NZ_CP115218.1	2590838	2760028	169190
NZ_JASOKJ010000002.1	135168	304363	169195
NZ_LLTT01000003.1	13881	184190	170309
NZ_JAZHAQ010000002.1	1493851	1664430	170579
NZ_JACWGZ010000003.1	887579	1058194	170615
NZ_CAKNCR010000005.1	172115	343086	170971
NZ_JASTXA010000003.1	367520	538504	170984
NZ_CP022002.1	4867139	5038914	171775
NZ_JAHERN010000001.1	2440033	2611891	171858
NZ_JAJBHS010000001.1	6190703	6362561	171858
NZ_JTXU01000006.1	325493	497578	172085
NZ_CP115208.1	2492600	2665085	172485
NZ_JAPKII010000002.1	701718	874935	173217
NZ_JBCIVR010000009.1	15535	189759	174224
