Accession	Start	Stop	Size
NZ_FRRE01000003.1	238588	272612	34024
NZ_FRSC01000027.1	1	37947	37946
NZ_FRSD01000029.1	1	37963	37962
NZ_FRSE01000036.1	1	37951	37950
NZ_FRSF01000023.1	1	38382	38381
NZ_JABGNW010000031.1	1	38971	38970
NZ_JABGNX010000033.1	1	38977	38976
NZ_JABGNY010000032.1	1	38105	38104
NZ_JABGNZ010000033.1	1	38107	38106
NZ_JABGOA010000033.1	1	39078	39077
NZ_JABGOB010000005.1	1	39684	39683
NZ_JABGOC010000033.1	1	39071	39070
NZ_JACCIQ010000022.1	1	38185	38184
NZ_JACEJA010000047.1	1	38104	38103
NZ_JACEJF010000044.1	1	38179	38178
NZ_JACEJL010000045.1	1	38178	38177
NZ_JACEJN010000045.1	1	38179	38178
NZ_JACEJR010000046.1	1	38104	38103
NZ_JACEJT010000054.1	1	38104	38103
NZ_JACEJV010000051.1	1	38104	38103
NZ_JACEJW010000054.1	1	38104	38103
NZ_JACEKK010000047.1	1	38179	38178
NZ_JACEKM010000067.1	1	38162	38161
NZ_JACEKN010000061.1	1	38238	38237
NZ_JACEKQ010000015.1	1	38579	38578
NZ_JACEKT010000020.1	1	38504	38503
NZ_JACEKV010000010.1	1	39071	39070
NZ_JACEKY010000016.1	1	39320	39319
NZ_JACEKZ010000020.1	1	38579	38578
NZ_JACELB010000020.1	1	38500	38499
NZ_JACELC010000011.1	1	38504	38503
NZ_JACELD010000020.1	1	38754	38753
NZ_JACELE010000017.1	1	38579	38578
NZ_JACELF010000015.1	1	38428	38427
NZ_JACELG010000062.1	1	37983	37982
NZ_JACELM010000046.1	1	38107	38106
NZ_JACELN010000053.1	1	38104	38103
NZ_JACELS010000041.1	1	38104	38103
NZ_JACELT010000028.1	1	38104	38103
NZ_JACELW010000046.1	1	38178	38177
NZ_JACELY010000040.1	1	38107	38106
NZ_JACELZ010000048.1	1	38182	38181
NZ_JACEMA010000033.1	1	38181	38180
NZ_JACEMB010000051.1	1	38181	38180
NZ_JACEMF010000044.1	1	38032	38031
NZ_JACEMG010000033.1	1	38104	38103
NZ_JACEMJ010000048.1	1	38104	38103
NZ_JACHLG010000001.1	283003	318974	35971
NZ_JADDMC010000035.1	1	38083	38082
NZ_JAFEVT010000026.1	1	37942	37941
NZ_JAGFKH010000037.1	1	38003	38002
NZ_JAGHMK010000047.1	1	38151	38150
NZ_JAGHMV010000052.1	1	38151	38150
NZ_JAHVMU010000036.1	13258	47303	34045
NZ_JAJDPY010000002.1	260350	298599	38249
NZ_JAJDPY010000002.1	441876	475971	34095
NZ_JAJDPZ010000033.1	1	38185	38184
NZ_JAJPLW010000003.1	581628	615673	34045
NZ_JALJSG010000040.1	1	38082	38081
NZ_JAMKXP010000019.1	35855	73865	38010
NZ_JAOXLJ010000045.1	1	38089	38088
NZ_JAOXLK010000037.1	1	35101	35100
NZ_JAOXOR010000051.1	1	38088	38087
NZ_JAOZVP010000001.1	2238900	2280006	41106
NZ_JAPKIK010000001.1	3597947	3640039	42092
NZ_JAPNKU010000071.1	1	38128	38127
NZ_JAPNKW010000073.1	1	38172	38171
NZ_JAPNKY010000083.1	1	38128	38127
NZ_JAPNKZ010000084.1	1	38173	38172
NZ_JAPNLB010000063.1	1	38173	38172
NZ_JAPTZG010000042.1	1	38106	38105
NZ_JAPWKY010000030.1	1	38107	38106
NZ_JAREKL010000014.1	9458	47707	38249
NZ_JAREKL010000014.1	190984	225079	34095
NZ_JAREKM010000004.1	1	35149	35148
NZ_JAREKM010000004.1	177103	216821	39718
NZ_JAREKN010000002.1	475294	513304	38010
NZ_JAREKN010000002.1	655258	694976	39718
NZ_JASKWA010000075.1	1	38062	38061
NZ_JASKWO010000021.1	260305	298554	38249
NZ_JASKWO010000021.1	441831	477804	35973
NZ_JASMQK010000058.1	1	38006	38005
NZ_JASMQL010000053.1	1	38082	38081
NZ_JASMQQ010000035.1	1	38086	38085
NZ_JASMQR010000038.1	1	38085	38084
NZ_JASTYE010000033.1	1	38183	38182
NZ_JASTYF010000033.1	1	38182	38181
NZ_JAUGQK010000034.1	1	38088	38087
NZ_JAUQSS010000014.1	4695	40669	35974
NZ_JAUQST010000001.1	1	35360	35359
NZ_JAUQST010000001.1	177307	217026	39719
NZ_JAVFET010000007.1	1	35149	35148
NZ_JAWLOS010000036.1	1	38107	38106
NZ_JAXCNA010000029.1	1	37968	37967
NZ_JAXCNO010000023.1	1	37928	37927
NZ_JAXCOP010000003.1	511730	557794	46064
NZ_JAZBSK010000029.1	1	38162	38161
NZ_JAZEWN010000151.1	1	38158	38157
NZ_JAZHBA010000007.1	81453	119463	38010
NZ_JAZHOT010000030.1	1	31268	31267
NZ_JAZIDL010000039.1	1	38011	38010
NZ_JBAJJX010000040.1	3932	37928	33996
NZ_JBEBLS010000041.1	1	38152	38151
NZ_JBGVWM010000063.1	1	38011	38010
NZ_JBGVWN010000065.1	1	37966	37965
NZ_JBGVWP010000053.1	1	38041	38040
NZ_JBHKAL010000001.1	1065619	1124730	59111
NZ_JBHKAL010000001.1	2710906	2756972	46066
NZ_JBHKAM010000001.1	2688670	2735852	47182
NZ_JBHKAN010000001.1	1063387	1122498	59111
NZ_JBHKAN010000001.1	2709758	2755824	46066
NZ_JBHKAO010000003.1	1	43071	43070
NZ_JBHKAP010000001.1	5285204	5326306	41102
NZ_JBIGKI010000002.1	2169678	2207927	38249
NZ_JBIGKI010000002.1	2351204	2387178	35974
NZ_JBKIQC010000030.1	1	38082	38081
NZ_JTPO01000047.1	1	37973	37972
NZ_JTVG01000089.1	3952	37970	34018
NZ_JTXU01000021.1	1	35043	35042
NZ_JUAZ01000071.1	1	37964	37963
NZ_JVUW01000131.1	3172	37415	34243
NZ_KI519017.1	2508566	2544238	35672
NZ_KI519084.1	1429751	1475821	46070
NZ_KI914540.1	4370299	4410703	40404
NZ_LLMR01000017.1	1	38602	38601
NZ_LLMT01000022.1	1	38409	38408
NZ_LLNG01000018.1	1	38169	38168
NZ_LLOS01000021.1	1	38146	38145
NZ_LLPA01000017.1	1	38602	38601
NZ_LLQG01000016.1	1	38409	38408
NZ_LLSC01000036.1	1	38330	38329
NZ_LLUV01000027.1	1	38169	38168
NZ_LRSF01000012.1	321549	355637	34088
NZ_LRSG01000045.1	264040	298150	34110
NZ_LRSH01000039.1	264033	298141	34108
NZ_LZQF01000014.1	1	38504	38503
NZ_MCLZ01000027.1	1	38784	38783
NZ_MCMC01000022.1	1	38490	38489
NZ_MCMQ01000020.1	1	38527	38526
NZ_MCMV01000007.1	1	43374	43373
NZ_MVBT01000040.1	1	38260	38259
NZ_MVBU01000031.1	1	38260	38259
NZ_NFFE01000044.1	1	38106	38105
NZ_NFFI01000038.1	1	38037	38036
NZ_NFFK01000041.1	1	38037	38036
NZ_NFFL01000044.1	1	38037	38036
NZ_NFFM01000040.1	1	38037	38036
NZ_NFFQ01000044.1	1	38106	38105
NZ_NFFS01000041.1	1	38106	38105
NZ_NFGO01000042.1	1	38106	38105
NZ_NFGP01000043.1	1	38106	38105
NZ_NFGQ01000040.1	1	38106	38105
NZ_NFGR01000039.1	1	38106	38105
NZ_NIZQ01000061.1	1	38158	38157
NZ_NMRT01000002.1	587437	628542	41105
NZ_NQZK01000047.1	1	35141	35140
NZ_NQZZ01000047.1	13246	47341	34095
NZ_NRAS01000016.1	128600	162695	34095
NZ_NRFU01000013.1	128665	162760	34095
NZ_NSMR01000024.1	1	38737	38736
NZ_NSMX01000023.1	1	38529	38528
NZ_NSNC01000030.1	1	38523	38522
NZ_NSOF01000004.1	1	35312	35311
NZ_NSOY01000030.1	1	38523	38522
NZ_NSOZ01000027.1	1	38527	38526
NZ_NSPA01000037.1	1	38228	38227
NZ_NSPB01000028.1	1	38492	38491
NZ_NSPC01000021.1	1	38611	38610
NZ_NSPD01000024.1	1	38688	38687
NZ_NSPE01000023.1	1	38477	38476
NZ_NSPF01000026.1	1	38666	38665
NZ_NSPG01000025.1	1	38484	38483
NZ_NSPS01000022.1	1	38504	38503
NZ_NSPV01000022.1	1	38579	38578
NZ_NSPW01000022.1	1	38579	38578
NZ_NSPX01000024.1	1	38428	38427
NZ_NSPY01000023.1	1	38579	38578
NZ_NSPZ01000028.1	1	38754	38753
NZ_NSQA01000023.1	1	38504	38503
NZ_NSQB01000026.1	1	38500	38499
NZ_NSQD01000024.1	1	38504	38503
NZ_NSQE01000025.1	1	38579	38578
NZ_NSQF01000022.1	1	39320	39319
NZ_NSQG01000023.1	1	38579	38578
NZ_NSQI01000022.1	1	38579	38578
NZ_NSQJ01000022.1	1	39079	39078
NZ_NSQR01000029.1	1	38522	38521
NZ_NSTS01000006.1	35917	73913	37996
NZ_NSWU01000010.1	1	35320	35319
NZ_NSZM01000020.1	1	38710	38709
NZ_NSZR01000024.1	1	38642	38641
NZ_NSZZ01000020.1	1	38504	38503
NZ_NTAJ01000026.1	1	38527	38526
NZ_NTAP01000023.1	1	38593	38592
NZ_NTBD01000009.1	1	43740	43739
NZ_OX638564.1	2595487	2644136	48649
NZ_OX638610.1	5004383	5045485	41102
NZ_PQGF01000054.1	1	37893	37892
NZ_QBEA01000026.1	1	38182	38181
NZ_QBER01000005.1	260308	296282	35974
NZ_QGSM01000018.1	1	38105	38104
NZ_QJGV01000033.1	1	38260	38259
NZ_QVDK02000049.1	1	37963	37962
NZ_QVDM02000036.1	1	37963	37962
NZ_RABC01000086.1	1	38144	38143
NZ_RABD01000190.1	1	38155	38154
NZ_RABE01000047.1	1	39173	39172
NZ_RABF01000127.1	1	39170	39169
NZ_RAFC01000027.1	1	35099	35098
NZ_RRBT01000036.1	1	38137	38136
NZ_RWLB01000026.1	1	38502	38501
NZ_RWLT01000021.1	1	38525	38524
NZ_RWMF01000017.1	1	39273	39272
NZ_RWMG01000007.1	1	43490	43489
NZ_RWMU01000002.1	432371	470381	38010
NZ_RWNT01000034.1	1	39086	39085
NZ_RWTH01000007.1	1	31935	31934
NZ_RWTI01000006.1	1	31705	31704
NZ_RWUI01000020.1	1	38464	38463
NZ_RWVD01000025.1	1	38626	38625
NZ_RWZQ01000023.1	1	39584	39583
NZ_RXBQ01000006.1	1	35312	35311
NZ_RXCT01000003.1	1	36219	36218
NZ_RXDC01000022.1	1	38527	38526
NZ_RXSX01000031.1	1	38281	38280
NZ_RXVI01000044.1	1	38280	38279
NZ_RXWO01000126.1	1	37889	37888
NZ_SBJS01000004.1	1	35060	35059
NZ_SBJS01000004.1	176706	214679	37973
NZ_SUMI01000062.1	1	37998	37997
NZ_UWVR01000001.1	6102142	6135647	33505
NZ_UWWR01000001.1	3736653	3770267	33614
NZ_VLOA01000039.1	1	37966	37965
NZ_WBZF01000045.1	1	37923	37922
NZ_WOAP01000025.1	1	38185	38184
NZ_WSZF01000041.1	1	38152	38151
