Accession	Start	Stop	Size
NZ_JBCNXN010000004.1	1	26401	26400
NZ_JAFCHK010000001.1	2071279	2097773	26494
NZ_CANDNV010000001.1	4977021	5003678	26657
NZ_LQBU02000007.1	2159791	2186530	26739
NZ_CP157581.1	5442871	5469733	26862
NZ_JASOUC010000006.1	1	26902	26901
NZ_LRYO01000057.1	1	27082	27081
NZ_LSAG01000045.1	1	27082	27081
NZ_CP050147.1	4733226	4760412	27186
NZ_CP093022.1	4733233	4760419	27186
NZ_CP010555.1	6217118	6244411	27293
NZ_CP016955.1	2180797	2208091	27294
NZ_CP116718.1	2395160	2422454	27294
NZ_CP116723.1	2158263	2185557	27294
NZ_CP141072.1	3286690	3313984	27294
NZ_JACWGS010000001.1	734219	761513	27294
NZ_JACWGY010000001.1	731240	758534	27294
NZ_JAHERN010000002.1	1015610	1042904	27294
NZ_JAJBHQ010000002.1	876686	903980	27294
NZ_JARTRT020000001.1	1870068	1897362	27294
NZ_JBBNBI010000001.1	2521503	2548797	27294
NZ_JBBNBK010000003.1	778164	805458	27294
NZ_JPEY01000003.1	876811	904105	27294
NZ_QMGI01000002.1	6956041	6983335	27294
NZ_JBBNBH010000001.1	1233881	1261177	27296
NZ_LRYS01000001.1	1	27407	27406
NZ_JARTSF020000001.1	3437942	3465401	27459
NZ_JARTSL020000001.1	3435951	3463410	27459
NZ_JARTSN020000001.1	3438004	3465463	27459
NZ_SCWJ01000063.1	1	27530	27529
NZ_CP089067.2	3021886	3049426	27540
NZ_CP107257.1	2976846	3004396	27550
NZ_CP022002.1	2521595	2549153	27558
NZ_AFXI01000001.1	1133926	1161486	27560
NZ_AFXJ01000001.1	1063705	1091265	27560
NZ_AFXK01000001.1	1103322	1130882	27560
NZ_CP086064.1	1752752	1780312	27560
NZ_CP104586.1	5110782	5138342	27560
NZ_CP115233.1	3221696	3249258	27562
NZ_JAFBLI010000001.1	1903635	1931197	27562
NZ_JAHBSC010000003.1	347935	375497	27562
NZ_CP093024.1	5646091	5673669	27578
NZ_CP012901.1	1996806	2024386	27580
NZ_CP069198.1	536708	564288	27580
NZ_JBIGIV010000004.1	4590752	4618332	27580
NZ_JBIGIY010000004.1	137921	165501	27580
NZ_JBIGKG010000001.1	4586806	4614386	27580
NZ_CP096207.1	687369	714953	27584
NZ_CP127016.1	6379517	6407101	27584
NZ_JAMOGJ020000009.1	166779	194432	27653
NZ_CP133751.1	3077312	3105210	27898
NZ_JARDUM010000002.1	6384558	6412456	27898
NZ_JAVBZX010000002.1	3384016	3411914	27898
NZ_CP056089.1	3500659	3528699	28040
NZ_CP029088.1	3496901	3525089	28188
NZ_LRYQ01000001.1	1	28317	28316
NZ_CP143645.1	3428347	3456982	28635
NZ_CP143646.1	3432900	3461535	28635
NZ_CP143647.1	3433322	3461957	28635
NZ_CP143648.1	3432907	3461542	28635
NZ_CP143649.1	3432882	3461517	28635
NZ_JARTLQ020000001.1	3442916	3471551	28635
NZ_JARTLX020000001.1	3425026	3453661	28635
NZ_JBBNBJ010000001.1	3166592	3195293	28701
NZ_CP011317.1	3707795	3736497	28702
NZ_CP045739.1	3521743	3550445	28702
NZ_CP086213.1	3571083	3599785	28702
NZ_CP095770.1	3665851	3694553	28702
NZ_CP116717.1	3610334	3639036	28702
NZ_CP116724.1	3468785	3497487	28702
NZ_JACWGU010000001.1	8223	36925	28702
NZ_JAJBHS010000001.1	7173810	7202512	28702
NZ_JAQAQG010000001.1	215035	243737	28702
NZ_JBBNBN010000002.1	3845925	3874627	28702
NZ_JBBNBG010000001.1	3204066	3232769	28703
NZ_CP115283.1	1272544	1301726	29182
NZ_CP136842.1	115934	145116	29182
NZ_CP141770.1	2003181	2032363	29182
NZ_KE136335.1	964870	994052	29182
NZ_CP116720.1	3412916	3442633	29717
NZ_JAHEQZ010000001.1	3575281	3604998	29717
NZ_CP116721.1	3438187	3467906	29719
NZ_CP060243.1	3438394	3468130	29736
NZ_JTYZ01000040.1	4245	34045	29800
NZ_JAGXMT010000018.1	3629	33520	29891
NZ_JAODZW010000051.1	2053	31944	29891
NZ_JAOEBH010000019.1	89198	119089	29891
NZ_NMRR01000001.1	31358	61249	29891
NZ_QZXY01000283.1	23758	53649	29891
NZ_SWGH01000065.1	19378	49269	29891
NZ_LRYP01000055.1	1	30635	30634
NZ_CP032569.1	4387489	4418272	30783
NZ_AP014651.1	4893424	4924208	30784
NZ_CP029147.1	1480941	1511725	30784
NZ_CP034430.1	4705440	4736224	30784
NZ_CP061778.1	6389796	6420580	30784
NZ_CP131784.1	4840320	4871104	30784
NZ_CP135099.1	2184035	2214819	30784
NZ_CP166817.1	4757041	4787825	30784
NZ_CP166819.1	4755789	4786573	30784
NZ_JACWHA010000001.1	1257450	1288234	30784
NZ_PSQQ01000001.1	25876	56660	30784
NZ_UGUM01000004.1	4417549	4448333	30784
NZ_CP115262.1	4283969	4315036	31067
NZ_CP023255.1	1251288	1282364	31076
NZ_CP093030.1	3378997	3410073	31076
NZ_CP115192.1	6637182	6668258	31076
NZ_CP115482.1	4402936	4434012	31076
NZ_JAOXPC010000020.1	22095	53188	31093
NZ_JTRJ01000020.1	15812	46905	31093
NZ_NTAC01000022.1	11286	42379	31093
NZ_RXFL01000025.1	11286	42379	31093
NZ_JAQNBM010000001.1	5348753	5379922	31169
NZ_LSAI01000051.1	1	31654	31653
NZ_CP157460.1	4688154	4719971	31817
NZ_CP011369.1	4833288	4865725	32437
NZ_KK213167.1	1952544	1985029	32485
NZ_CP129688.1	2298299	2330788	32489
NZ_CP039293.1	4739695	4772186	32491
NZ_CP083366.1	4747068	4779559	32491
NZ_KI518785.1	1456115	1488606	32491
NZ_KK213238.1	1501485	1533976	32491
NZ_CP032569.1	6715900	6748517	32617
NZ_RKJI01000001.1	2222089	2254980	32891
NZ_CP008858.2	3202614	3235637	33023
NZ_JANHFG010000001.1	1407236	1440370	33134
NZ_CP158051.1	1976865	2010156	33291
NZ_JALF01000001.1	635002	668676	33674
NZ_CP136909.1	4697023	4730850	33827
NZ_CP157459.1	4697027	4730854	33827
NZ_JUOD01000238.1	1	34149	34148
NZ_CP041354.1	4516916	4551086	34170
NZ_JAJPKX010000005.1	336026	370411	34385
NZ_CP106682.1	1770498	1804895	34397
NZ_CP115267.1	2800816	2835213	34397
NZ_CP137561.1	434883	469280	34397
NZ_FROZ01000145.1	276174	310571	34397
NZ_FRPC01000103.1	275793	310190	34397
NZ_FRPI01000034.1	8532	42929	34397
NZ_FRSJ01000218.1	78890	113287	34397
NZ_FRSL01000101.1	175232	209629	34397
NZ_JAFBYT010000002.1	68666	103063	34397
NZ_JAREJR010000001.1	424234	458631	34397
NZ_JTRG01000001.1	464425	498822	34397
NZ_JTWH01000013.1	166117	200514	34397
NZ_LLNQ01000023.1	464536	498933	34397
NZ_JUAO01000006.1	419174	453573	34399
NZ_JASBHP010000015.1	45362	79953	34591
NZ_CP090647.1	1644243	1678921	34678
NZ_JACYEJ010000003.1	263919	298597	34678
NZ_JAXIRY010000001.1	163581	198259	34678
NZ_CP106742.1	4200529	4235281	34752
NZ_CP115215.1	5019198	5053950	34752
NZ_CP115273.1	339446	374198	34752
NZ_JAQAQU010000001.1	1578962	1613714	34752
NZ_CP065947.1	4114802	4149597	34795
NZ_CP129688.1	6070702	6106151	35449
NZ_CP120705.1	2458323	2494236	35913
NZ_CP117749.1	4579160	4615263	36103
NZ_CP056089.1	981699	1018120	36421
NZ_CP115234.1	2099695	2136116	36421
NZ_CP097383.1	4928396	4964976	36580
NZ_CP056089.1	4887958	4925072	37114
NZ_CP093028.1	4886993	4924691	37698
NZ_JARBXU010000001.1	210395	248294	37899
NZ_UGUI01000001.1	3199012	3236966	37954
NZ_CP093032.1	3458657	3497616	38959
NZ_CP045916.1	3334103	3374419	40316
NZ_JASKWF010000006.1	68670	110014	41344
NZ_CP045002.1	3225054	3267932	42878
NZ_CP061780.1	5930679	5973561	42882
NZ_CP107275.1	4005965	4048847	42882
NZ_CP157581.1	631440	674323	42883
NZ_JAFBLI010000001.1	3441965	3484848	42883
NZ_CP138577.1	4855605	4899766	44161
NZ_JAPTZH010000002.1	428139	472570	44431
NZ_JAHERM010000001.1	30925	76135	45210
NZ_JAQAQF010000001.1	30925	76135	45210
NZ_JBDKWN010000014.1	26266	71476	45210
NZ_CP137514.1	4355014	4400226	45212
NZ_CP051766.1	2116412	2161868	45456
NZ_CP070467.1	2384356	2429817	45461
NZ_CP070471.1	2145716	2191177	45461
NZ_JAENHR010000001.1	1954065	1999526	45461
NZ_CP033439.1	1787250	1832713	45463
NZ_CP051768.1	2116391	2161854	45463
NZ_CP051770.1	2114175	2159638	45463
NZ_CP059063.1	2118696	2164160	45464
NZ_CP146219.1	452411	499578	47167
NZ_CP120704.1	4697886	4745427	47541
NZ_CP129200.1	5586842	5635161	48319
NZ_CP115233.1	4746260	4794586	48326
NZ_CP109835.1	3226824	3275893	49069
NZ_CP131788.1	3330938	3380271	49333
NZ_CWFP01000222.1	79812	129244	49432
NZ_CP056089.1	2270479	2320037	49558
NZ_CP027538.1	4898727	4948733	50006
NZ_LORX02000003.1	3077400	3127406	50006
NZ_RWVC01000001.1	1	50032	50031
